filename,x_size,y_size,z_size,x_spacing,y_spacing,z_spacing
LIDCIDRI_0524_0000.nii.gz,512,512,408,0.53125,0.53125,0.7
LIDCIDRI_0750_0000.nii.gz,512,512,115,0.729,0.729,3.0
LIDCIDRI_0301_0000.nii.gz,512,512,513,0.703125,0.703125,0.625
LIDCIDRI_0175_0000.nii.gz,512,512,131,0.703125,0.703125,2.5
LIDCIDRI_0687_0000.nii.gz,512,512,132,0.703125,0.703125,2.5
LIDCIDRI_0260_0000.nii.gz,512,512,144,0.664062,0.664062,2.5
LIDCIDRI_0014_0000.nii.gz,512,512,114,0.664062,0.664062,2.5
LIDCIDRI_0688_0000.nii.gz,512,512,426,0.546875,0.546875,0.625
LIDCIDRI_0592_0000.nii.gz,512,512,258,0.765625,0.765625,1.25
LIDCIDRI_0137_0000.nii.gz,512,512,145,0.78125,0.78125,2.5
LIDCIDRI_0059_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0343_0000.nii.gz,512,512,130,0.595703,0.595703,2.5
LIDCIDRI_0820_0000.nii.gz,512,512,236,0.703125,0.703125,1.25
LIDCIDRI_0138_0000.nii.gz,512,512,273,0.878906,0.878906,1.25
LIDCIDRI_0941_0000.nii.gz,512,512,545,0.703125,0.703125,0.625
LIDCIDRI_0569_0000.nii.gz,512,512,197,0.625,0.625,1.8
LIDCIDRI_0407_0000.nii.gz,512,512,183,0.6640625,0.6640625,1.8
LIDCIDRI_0181_0000.nii.gz,512,512,150,0.78125,0.78125,2.5
LIDCIDRI_0896_0000.nii.gz,512,512,166,0.56640625,0.56640625,1.8
LIDCIDRI_0712_0000.nii.gz,512,512,198,0.703125,0.703125,1.8
LIDCIDRI_0408_0000.nii.gz,512,512,268,0.703125,0.703125,1.25
LIDCIDRI_0566_0000.nii.gz,512,512,181,0.6640625,0.6640625,1.8
LIDCIDRI_0294_0000.nii.gz,512,512,175,0.5078125,0.5078125,1.8
LIDCIDRI_0899_0000.nii.gz,512,512,103,0.564453,0.564453,2.5
LIDCIDRI_0240_0000.nii.gz,512,512,125,0.703125,0.703125,2.5
LIDCIDRI_0923_0000.nii.gz,512,512,483,0.65234375,0.65234375,0.7
LIDCIDRI_0155_0000.nii.gz,512,512,238,0.78125,0.78125,1.25
LIDCIDRI_0321_0000.nii.gz,512,512,265,0.664062,0.664062,1.25
LIDCIDRI_0842_0000.nii.gz,512,512,138,0.722656,0.722656,2.5
LIDCIDRI_1007_0000.nii.gz,512,512,186,0.64453125,0.64453125,1.8
LIDCIDRI_0398_0000.nii.gz,512,512,245,0.78125,0.78125,1.0
LIDCIDRI_0770_0000.nii.gz,512,512,347,0.625,0.625,1.0
LIDCIDRI_0504_0000.nii.gz,512,512,119,0.607,0.607,3.0
LIDCIDRI_0397_0000.nii.gz,512,512,465,0.585938,0.585938,0.625
LIDCIDRI_1008_0000.nii.gz,512,512,115,0.72,0.72,3.0
LIDCIDRI_0611_0000.nii.gz,512,512,92,0.6230469,0.6230469,3.0
LIDCIDRI_0852_0000.nii.gz,512,512,171,0.546875,0.546875,1.8
LIDCIDRI_0145_0000.nii.gz,512,512,139,0.78125,0.78125,2.5
LIDCIDRI_0933_0000.nii.gz,512,512,179,0.6640625,0.6640625,1.8
LIDCIDRI_0024_0000.nii.gz,512,512,133,0.78125,0.78125,2.5
LIDCIDRI_0250_0000.nii.gz,512,512,133,0.820312,0.820312,2.5
LIDCIDRI_0601_0000.nii.gz,512,512,286,0.671875,0.671875,1.0
LIDCIDRI_0475_0000.nii.gz,512,512,105,0.64,0.64,3.0
LIDCIDRI_0387_0000.nii.gz,512,512,115,0.58203125,0.58203125,3.0
LIDCIDRI_0985_0000.nii.gz,512,512,419,0.65234375,0.65234375,0.7
LIDCIDRI_0388_0000.nii.gz,512,512,359,0.6308594,0.6308594,1.0
LIDCIDRI_0046_0000.nii.gz,512,512,128,0.742188,0.742188,2.5
LIDCIDRI_0232_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0830_0000.nii.gz,512,512,280,0.6269531,0.6269531,1.0
LIDCIDRI_0049_0000.nii.gz,512,512,133,0.644531,0.644531,2.5
LIDCIDRI_0127_0000.nii.gz,512,512,117,0.7792969,0.7792969,3.0
LIDCIDRI_0353_0000.nii.gz,512,512,260,0.703125,0.703125,1.25
LIDCIDRI_0284_0000.nii.gz,512,512,133,0.820312,0.820312,2.5
LIDCIDRI_0702_0000.nii.gz,512,512,445,0.703125,0.703125,0.625
LIDCIDRI_0886_0000.nii.gz,512,512,95,0.75,0.75,3.0
LIDCIDRI_0191_0000.nii.gz,512,512,133,0.898438,0.898438,2.5
LIDCIDRI_0663_0000.nii.gz,512,512,474,0.644531,0.644531,0.625
LIDCIDRI_0651_0000.nii.gz,512,512,580,0.60546875,0.60546875,0.450012
LIDCIDRI_0730_0000.nii.gz,512,512,237,0.5625,0.5625,1.25
LIDCIDRI_0789_0000.nii.gz,512,512,477,0.683594,0.683594,0.625
LIDCIDRI_0493_0000.nii.gz,512,512,285,0.585938,0.585938,1.25
LIDCIDRI_0115_0000.nii.gz,512,512,112,0.573,0.573,3.0
LIDCIDRI_0802_0000.nii.gz,512,512,256,0.703125,0.703125,1.25
LIDCIDRI_0786_0000.nii.gz,512,512,144,0.617188,0.617188,2.5
LIDCIDRI_0200_0000.nii.gz,512,512,117,0.820312,0.820312,2.5
LIDCIDRI_0074_0000.nii.gz,512,512,109,0.703125,0.703125,2.5
LIDCIDRI_0963_0000.nii.gz,512,512,481,0.605469,0.605469,0.625
LIDCIDRI_0448_0000.nii.gz,512,512,538,0.703125,0.703125,0.625
LIDCIDRI_0526_0000.nii.gz,512,512,102,0.808,0.808,3.0
LIDCIDRI_0752_0000.nii.gz,512,512,247,0.703125,0.703125,1.25
LIDCIDRI_0529_0000.nii.gz,512,512,605,0.703125,0.703125,0.625
LIDCIDRI_0447_0000.nii.gz,512,512,161,0.548828,0.548828,1.25
LIDCIDRI_0633_0000.nii.gz,512,512,471,0.585938,0.585938,0.625
LIDCIDRI_0262_0000.nii.gz,512,512,197,0.626953,0.626953,1.25
LIDCIDRI_0016_0000.nii.gz,512,512,141,0.585938,0.585938,2.5
LIDCIDRI_0178_0000.nii.gz,512,512,125,0.703125,0.703125,2.5
LIDCIDRI_0303_0000.nii.gz,512,512,124,0.7636719,0.7636719,3.0
LIDCIDRI_0177_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0019_0000.nii.gz,512,512,305,0.806641,0.806641,1.25
LIDCIDRI_0457_0000.nii.gz,512,512,179,0.68359375,0.68359375,1.8
LIDCIDRI_0539_0000.nii.gz,512,512,253,0.601562,0.601562,1.25
LIDCIDRI_0458_0000.nii.gz,512,512,220,0.597656,0.597656,1.25
LIDCIDRI_0742_0000.nii.gz,512,512,300,0.63671875,0.63671875,1.0
LIDCIDRI_0870_0000.nii.gz,512,512,189,0.6640625,0.6640625,1.8
LIDCIDRI_0695_0000.nii.gz,512,512,144,0.625,0.625,2.0
LIDCIDRI_0313_0000.nii.gz,512,512,244,0.701172,0.701172,1.25
LIDCIDRI_0009_0000.nii.gz,512,512,256,0.78125,0.78125,1.25
LIDCIDRI_0167_0000.nii.gz,512,512,133,0.664062,0.664062,2.5
LIDCIDRI_0911_0000.nii.gz,512,512,161,0.5859375,0.5859375,1.8
LIDCIDRI_0580_0000.nii.gz,512,512,250,0.703125,0.703125,1.25
LIDCIDRI_0272_0000.nii.gz,512,512,119,0.78125,0.78125,2.5
LIDCIDRI_0168_0000.nii.gz,512,512,232,0.703125,0.703125,1.25
LIDCIDRI_0006_0000.nii.gz,512,512,133,0.625,0.625,2.5
LIDCIDRI_0554_0000.nii.gz,512,512,300,0.60546875,0.60546875,1.0
LIDCIDRI_0720_0000.nii.gz,512,512,281,0.62890625,0.62890625,1.0
LIDCIDRI_0435_0000.nii.gz,512,512,104,0.53125,0.53125,3.0
LIDCIDRI_0641_0000.nii.gz,512,512,156,0.644531,0.644531,2.0
LIDCIDRI_0973_0000.nii.gz,512,512,193,0.703125,0.703125,1.8
LIDCIDRI_0210_0000.nii.gz,512,512,128,0.78125,0.78125,2.5
LIDCIDRI_0064_0000.nii.gz,512,512,133,0.78125,0.78125,2.5
LIDCIDRI_0796_0000.nii.gz,512,512,262,0.703125,0.703125,1.25
LIDCIDRI_0812_0000.nii.gz,512,512,143,0.6347656,0.6347656,3.0
LIDCIDRI_0371_0000.nii.gz,512,512,474,0.625,0.625,0.625
LIDCIDRI_0105_0000.nii.gz,512,512,154,0.664062,0.664062,2.5
LIDCIDRI_0799_0000.nii.gz,512,512,246,0.585938,0.585938,1.25
LIDCIDRI_0483_0000.nii.gz,512,512,278,0.703125,0.703125,1.25
LIDCIDRI_0026_0000.nii.gz,512,512,257,0.787109,0.787109,1.25
LIDCIDRI_0148_0000.nii.gz,512,512,131,0.78125,0.78125,2.5
LIDCIDRI_0147_0000.nii.gz,512,512,136,0.65,0.65,2.0
LIDCIDRI_0029_0000.nii.gz,512,512,273,0.878906,0.878906,1.25
LIDCIDRI_0850_0000.nii.gz,512,512,240,0.626953,0.626953,1.25
LIDCIDRI_0478_0000.nii.gz,512,512,559,0.69140625,0.69140625,0.7
LIDCIDRI_0516_0000.nii.gz,512,512,122,0.570312,0.570312,2.5
LIDCIDRI_0090_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0477_0000.nii.gz,512,512,241,0.644531,0.644531,1.25
LIDCIDRI_0385_0000.nii.gz,512,512,445,0.644531,0.644531,0.625
LIDCIDRI_0125_0000.nii.gz,512,512,238,0.898438,0.898438,1.25
LIDCIDRI_0351_0000.nii.gz,512,512,103,0.56640625,0.56640625,3.0
LIDCIDRI_0832_0000.nii.gz,512,512,127,0.523438,0.523438,2.5
LIDCIDRI_0044_0000.nii.gz,512,512,147,0.703125,0.703125,2.5
LIDCIDRI_0230_0000.nii.gz,512,512,113,0.703125,0.703125,2.5
LIDCIDRI_0953_0000.nii.gz,512,512,372,0.585938,0.585938,0.625
LIDCIDRI_0289_0000.nii.gz,512,512,117,0.898438,0.898438,2.5
LIDCIDRI_0193_0000.nii.gz,512,512,127,0.703125,0.703125,2.5
LIDCIDRI_0661_0000.nii.gz,512,512,240,0.791016,0.791016,1.25
LIDCIDRI_0415_0000.nii.gz,512,512,205,0.605469,0.605469,1.25
LIDCIDRI_0884_0000.nii.gz,512,512,245,0.664062,0.664062,1.25
LIDCIDRI_0286_0000.nii.gz,512,512,140,0.703125,0.703125,2.5
LIDCIDRI_0700_0000.nii.gz,512,512,519,0.703125,0.703125,0.625
LIDCIDRI_0574_0000.nii.gz,512,512,195,0.644531,0.644531,1.25
LIDCIDRI_0943_0000.nii.gz,512,512,477,0.703125,0.703125,0.625
LIDCIDRI_0054_0000.nii.gz,512,512,133,0.78125,0.78125,2.5
LIDCIDRI_0220_0000.nii.gz,512,512,232,0.78125,0.78125,1.25
LIDCIDRI_0135_0000.nii.gz,512,512,127,0.859375,0.859375,2.5
LIDCIDRI_0341_0000.nii.gz,512,512,246,0.617188,0.617188,1.25
LIDCIDRI_0296_0000.nii.gz,512,512,121,0.765625,0.765625,3.0
LIDCIDRI_0671_0000.nii.gz,512,512,251,0.683594,0.683594,1.25
LIDCIDRI_0405_0000.nii.gz,512,512,260,0.6484375,0.6484375,1.0
LIDCIDRI_0183_0000.nii.gz,512,512,139,0.820312,0.820312,2.5
LIDCIDRI_0840_0000.nii.gz,512,512,155,0.703125,0.703125,2.0
LIDCIDRI_0039_0000.nii.gz,512,512,281,0.816406,0.816406,1.25
LIDCIDRI_0157_0000.nii.gz,512,512,133,0.820312,0.820312,2.5
LIDCIDRI_0323_0000.nii.gz,512,512,96,0.64453125,0.64453125,3.0
LIDCIDRI_0921_0000.nii.gz,512,512,350,0.6796875,0.6796875,1.0
LIDCIDRI_0158_0000.nii.gz,512,512,251,0.808594,0.808594,1.25
LIDCIDRI_0036_0000.nii.gz,512,512,273,0.740234,0.740234,1.25
LIDCIDRI_0242_0000.nii.gz,512,512,152,0.78125,0.78125,2.5
LIDCIDRI_0998_0000.nii.gz,512,512,107,0.7421875,0.7421875,3.0
LIDCIDRI_0395_0000.nii.gz,512,512,129,0.662,0.662,3.0
LIDCIDRI_0613_0000.nii.gz,512,512,325,0.6113281,0.6113281,1.0
LIDCIDRI_0467_0000.nii.gz,512,512,300,0.7441406,0.7441406,1.0
LIDCIDRI_0509_0000.nii.gz,512,512,137,0.69140625,0.69140625,5.0
LIDCIDRI_1005_0000.nii.gz,512,512,312,0.6640625,0.6640625,1.0
LIDCIDRI_0080_0000.nii.gz,512,512,257,0.78125,0.78125,1.25
LIDCIDRI_0772_0000.nii.gz,512,512,149,0.78125,0.78125,2.5
LIDCIDRI_0468_0000.nii.gz,512,512,320,0.7675781,0.7675781,1.0
LIDCIDRI_0678_0000.nii.gz,512,512,164,0.527344,0.527344,2.0
LIDCIDRI_0562_0000.nii.gz,512,512,280,0.61328125,0.61328125,1.0
LIDCIDRI_0290_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0677_0000.nii.gz,512,512,132,0.625,0.625,2.0
LIDCIDRI_0719_0000.nii.gz,512,512,94,0.5703125,0.5703125,3.0
LIDCIDRI_0403_0000.nii.gz,512,512,331,0.49609375,0.49609375,0.5
LIDCIDRI_0185_0000.nii.gz,512,512,133,0.78125,0.78125,2.5
LIDCIDRI_0892_0000.nii.gz,512,512,119,0.64,0.64,3.0
LIDCIDRI_0052_0000.nii.gz,512,512,272,0.742188,0.742188,1.25
LIDCIDRI_0348_0000.nii.gz,512,512,158,0.722656,0.722656,2.0
LIDCIDRI_0945_0000.nii.gz,512,512,124,0.671,0.671,3.0
LIDCIDRI_0133_0000.nii.gz,512,512,238,0.742188,0.742188,1.25
LIDCIDRI_0229_0000.nii.gz,512,512,141,0.761719,0.761719,2.5
LIDCIDRI_0347_0000.nii.gz,512,512,131,0.7207031,0.7207031,3.0
LIDCIDRI_0824_0000.nii.gz,512,512,132,0.644531,0.644531,2.5
LIDCIDRI_0393_0000.nii.gz,512,512,256,0.703125,0.703125,1.25
LIDCIDRI_0089_0000.nii.gz,512,512,147,0.820312,0.820312,2.5
LIDCIDRI_0615_0000.nii.gz,512,512,247,0.703125,0.703125,1.25
LIDCIDRI_0461_0000.nii.gz,512,512,240,0.566406,0.566406,1.25
LIDCIDRI_1003_0000.nii.gz,512,512,186,0.5859375,0.5859375,1.8
LIDCIDRI_0086_0000.nii.gz,512,512,246,0.7402344,0.7402344,1.5
LIDCIDRI_0500_0000.nii.gz,512,512,161,0.664062,0.664062,2.0
LIDCIDRI_0991_0000.nii.gz,512,512,261,0.703125,0.703125,1.25
LIDCIDRI_0151_0000.nii.gz,512,512,111,0.57421875,0.57421875,3.0
LIDCIDRI_0325_0000.nii.gz,512,512,278,0.8125,0.8125,1.0
LIDCIDRI_0846_0000.nii.gz,512,512,139,0.734375,0.734375,2.5
LIDCIDRI_0030_0000.nii.gz,512,512,119,0.703125,0.703125,2.5
LIDCIDRI_0244_0000.nii.gz,512,512,144,0.78125,0.78125,2.5
LIDCIDRI_0849_0000.nii.gz,512,512,458,0.625,0.625,0.625
LIDCIDRI_0981_0000.nii.gz,512,512,449,0.625,0.625,0.625
LIDCIDRI_0510_0000.nii.gz,512,512,260,0.78125,0.78125,1.0
LIDCIDRI_0096_0000.nii.gz,512,512,127,0.703125,0.703125,2.5
LIDCIDRI_0605_0000.nii.gz,512,512,164,0.703125,0.703125,2.0
LIDCIDRI_0471_0000.nii.gz,512,512,132,0.65625,0.65625,2.5
LIDCIDRI_0099_0000.nii.gz,512,512,194,0.78125,0.78125,1.25
LIDCIDRI_0859_0000.nii.gz,512,512,278,0.56640625,0.56640625,1.0
LIDCIDRI_0020_0000.nii.gz,512,512,225,0.828125,0.828125,1.25
LIDCIDRI_0254_0000.nii.gz,512,512,109,0.585938,0.585938,2.5
LIDCIDRI_0938_0000.nii.gz,512,512,244,0.761719,0.761719,1.25
LIDCIDRI_0856_0000.nii.gz,512,512,484,0.761719,0.761719,0.625
LIDCIDRI_0141_0000.nii.gz,512,512,368,0.6230469,0.6230469,1.0
LIDCIDRI_0195_0000.nii.gz,512,512,133,0.664062,0.664062,2.5
LIDCIDRI_0709_0000.nii.gz,512,512,100,0.54,0.54,3.0
LIDCIDRI_0413_0000.nii.gz,512,512,177,0.7421875,0.7421875,1.8
LIDCIDRI_0280_0000.nii.gz,512,512,238,0.703125,0.703125,1.25
LIDCIDRI_0706_0000.nii.gz,512,512,129,0.58984375,0.58984375,5.0
LIDCIDRI_0572_0000.nii.gz,512,512,447,0.664062,0.664062,0.625
LIDCIDRI_0834_0000.nii.gz,512,512,280,0.80078125,0.80078125,1.0
LIDCIDRI_0123_0000.nii.gz,512,512,236,0.859375,0.859375,1.25
LIDCIDRI_0357_0000.nii.gz,512,512,130,0.703125,0.703125,2.5
LIDCIDRI_0955_0000.nii.gz,512,512,463,0.585938,0.585938,0.625
LIDCIDRI_0042_0000.nii.gz,512,512,123,0.703125,0.703125,2.5
LIDCIDRI_0236_0000.nii.gz,512,512,133,0.625,0.625,2.5
LIDCIDRI_0358_0000.nii.gz,512,512,351,0.6425781,0.6425781,1.0
LIDCIDRI_0693_0000.nii.gz,512,512,131,0.742188,0.742188,2.5
LIDCIDRI_0315_0000.nii.gz,512,512,122,0.8027344,0.8027344,3.0
LIDCIDRI_0161_0000.nii.gz,512,512,251,0.820312,0.820312,1.25
LIDCIDRI_0274_0000.nii.gz,512,512,133,0.859375,0.859375,2.5
LIDCIDRI_0917_0000.nii.gz,512,512,187,0.6640625,0.6640625,1.8
LIDCIDRI_0879_0000.nii.gz,512,512,261,0.78125,0.78125,1.25
LIDCIDRI_0451_0000.nii.gz,512,512,180,0.68359375,0.68359375,1.8
LIDCIDRI_0625_0000.nii.gz,512,512,525,0.66015625,0.66015625,0.7
LIDCIDRI_0530_0000.nii.gz,512,512,163,0.585938,0.585938,2.0
LIDCIDRI_0744_0000.nii.gz,512,512,636,0.6894531,0.6894531,0.5
LIDCIDRI_0378_0000.nii.gz,512,512,108,0.564,0.564,3.0
LIDCIDRI_0216_0000.nii.gz,512,512,133,0.742188,0.742188,2.5
LIDCIDRI_0790_0000.nii.gz,512,512,239,0.794922,0.794922,1.25
LIDCIDRI_0219_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0377_0000.nii.gz,512,512,258,0.664062,0.664062,1.25
LIDCIDRI_0103_0000.nii.gz,512,512,111,0.6328125,0.6328125,3.0
LIDCIDRI_0485_0000.nii.gz,512,512,232,0.742188,0.742188,1.25
LIDCIDRI_0814_0000.nii.gz,512,512,200,0.5234375,0.5234375,1.0
LIDCIDRI_0552_0000.nii.gz,512,512,135,0.556641,0.556641,2.5
LIDCIDRI_0726_0000.nii.gz,512,512,421,0.66796875,0.66796875,0.7
LIDCIDRI_0648_0000.nii.gz,512,512,764,0.6464844,0.6464844,0.5
LIDCIDRI_0647_0000.nii.gz,512,512,519,0.625,0.625,0.625
LIDCIDRI_0729_0000.nii.gz,512,512,341,0.7421875,0.7421875,1.0
LIDCIDRI_0495_0000.nii.gz,512,512,348,0.703125,0.703125,1.0
LIDCIDRI_0367_0000.nii.gz,512,512,474,0.722656,0.722656,0.625
LIDCIDRI_0209_0000.nii.gz,512,512,141,0.820312,0.820312,2.5
LIDCIDRI_0113_0000.nii.gz,512,512,145,0.820312,0.820312,2.5
LIDCIDRI_0965_0000.nii.gz,512,512,328,0.7421875,0.7421875,1.0
LIDCIDRI_0780_0000.nii.gz,512,512,369,0.703125,0.703125,0.625
LIDCIDRI_0206_0000.nii.gz,512,512,301,0.751953,0.751953,1.25
LIDCIDRI_0368_0000.nii.gz,512,512,111,0.714,0.714,3.0
LIDCIDRI_0072_0000.nii.gz,512,512,305,0.732422,0.732422,1.25
LIDCIDRI_0423_0000.nii.gz,512,512,283,0.761719,0.761719,1.25
LIDCIDRI_0739_0000.nii.gz,512,512,548,0.78125,0.78125,0.625
LIDCIDRI_0657_0000.nii.gz,512,512,413,0.703125,0.703125,0.625
LIDCIDRI_0542_0000.nii.gz,512,512,433,0.546875,0.546875,0.625
LIDCIDRI_0658_0000.nii.gz,512,512,269,0.669922,0.669922,1.25
LIDCIDRI_0736_0000.nii.gz,512,512,250,0.56640625,0.56640625,1.0
LIDCIDRI_0869_0000.nii.gz,512,512,280,0.6660156,0.6660156,1.0
LIDCIDRI_0264_0000.nii.gz,512,512,238,0.703125,0.703125,1.25
LIDCIDRI_0596_0000.nii.gz,512,512,267,0.595703,0.595703,1.25
LIDCIDRI_0908_0000.nii.gz,512,512,535,0.664062,0.664062,0.625
LIDCIDRI_0866_0000.nii.gz,512,512,241,0.703125,0.703125,1.25
LIDCIDRI_0305_0000.nii.gz,512,512,253,0.625,0.625,1.25
LIDCIDRI_0171_0000.nii.gz,512,512,95,0.859375,0.859375,2.5
LIDCIDRI_0599_0000.nii.gz,512,512,456,0.55859375,0.55859375,0.7
LIDCIDRI_0520_0000.nii.gz,512,512,484,0.625,0.625,0.625
LIDCIDRI_0754_0000.nii.gz,512,512,240,0.703125,0.703125,1.25
LIDCIDRI_0635_0000.nii.gz,512,512,111,0.751,0.751,3.0
LIDCIDRI_0607_0000.nii.gz,512,512,149,0.625,0.625,2.0
LIDCIDRI_0769_0000.nii.gz,512,512,208,0.513672,0.513672,1.25
LIDCIDRI_0473_0000.nii.gz,512,512,291,0.820312,0.820312,1.25
LIDCIDRI_0381_0000.nii.gz,512,512,101,0.5859375,0.5859375,3.0
LIDCIDRI_0766_0000.nii.gz,512,512,280,0.8300781,0.8300781,1.0
LIDCIDRI_0608_0000.nii.gz,512,512,280,0.67578125,0.67578125,1.0
LIDCIDRI_1011_0000.nii.gz,512,512,133,0.859375,0.859375,2.5
LIDCIDRI_0094_0000.nii.gz,512,512,385,0.7363281,0.7363281,1.0
LIDCIDRI_0983_0000.nii.gz,512,512,90,0.579,0.579,3.0
LIDCIDRI_0259_0000.nii.gz,512,512,149,0.742188,0.742188,2.5
LIDCIDRI_0337_0000.nii.gz,512,512,117,0.56640625,0.56640625,3.0
LIDCIDRI_0854_0000.nii.gz,512,512,436,0.703125,0.703125,0.625
LIDCIDRI_0022_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0338_0000.nii.gz,512,512,285,0.7480469,0.7480469,1.0
LIDCIDRI_0256_0000.nii.gz,512,512,131,0.722656,0.722656,2.5
LIDCIDRI_0935_0000.nii.gz,512,512,121,0.6738281,0.6738281,3.0
LIDCIDRI_0282_0000.nii.gz,512,512,119,0.703125,0.703125,2.5
LIDCIDRI_0198_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0704_0000.nii.gz,512,512,487,0.703125,0.703125,0.625
LIDCIDRI_0570_0000.nii.gz,512,512,123,0.568359,0.568359,2.5
LIDCIDRI_0411_0000.nii.gz,512,512,481,0.605469,0.605469,0.625
LIDCIDRI_0880_0000.nii.gz,512,512,257,0.626953,0.626953,1.25
LIDCIDRI_0040_0000.nii.gz,512,512,121,0.664062,0.664062,2.5
LIDCIDRI_0234_0000.nii.gz,512,512,133,0.703125,0.703125,2.5
LIDCIDRI_0957_0000.nii.gz,512,512,65,0.7734375,0.7734375,5.0
LIDCIDRI_0121_0000.nii.gz,512,512,277,0.917969,0.917969,1.25
LIDCIDRI_0355_0000.nii.gz,512,512,119,0.64,0.64,3.0
LIDCIDRI_0836_0000.nii.gz,512,512,171,0.546875,0.546875,1.8
LIDCIDRI_0958_0000.nii.gz,512,512,135,0.7109375,0.7109375,3.0
LIDCIDRI_0675_0000.nii.gz,512,512,170,0.742188,0.742188,2.0
LIDCIDRI_0187_0000.nii.gz,512,512,143,0.859375,0.859375,2.5
LIDCIDRI_0714_0000.nii.gz,512,512,235,0.625,0.625,1.25
LIDCIDRI_0560_0000.nii.gz,512,512,124,0.644531,0.644531,2.5
LIDCIDRI_0292_0000.nii.gz,512,512,500,0.703125,0.703125,0.625
LIDCIDRI_0188_0000.nii.gz,512,512,113,0.703125,0.703125,2.5
LIDCIDRI_0131_0000.nii.gz,512,512,197,0.703125,0.703125,1.25
LIDCIDRI_0345_0000.nii.gz,512,512,298,0.546875,0.546875,1.0
