filename,x_size,y_size,z_size,x_spacing,y_spacing,z_spacing
NSCLC_334_0000.nii.gz,512,512,99,0.9765625,0.9765625,3.0
NSCLC_021_0000.nii.gz,512,512,197,0.977,0.977,3.0153062
NSCLC_255_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_382_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_098_0000.nii.gz,512,512,110,0.9765625,0.9765625,3.0
NSCLC_097_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_031_0000.nii.gz,512,512,153,0.977,0.977,3.0
NSCLC_245_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_150_0000.nii.gz,512,512,120,0.9765625,0.9765625,3.0
NSCLC_324_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_087_0000.nii.gz,512,512,116,0.977,0.977,3.0
NSCLC_392_0000.nii.gz,512,512,122,0.9765625,0.9765625,3.0
NSCLC_088_0000.nii.gz,512,512,123,0.977,0.977,3.0
NSCLC_132_0000.nii.gz,512,512,114,0.9765625,0.9765625,3.0
NSCLC_346_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_228_0000.nii.gz,512,512,90,0.9766,0.9766,3.0
NSCLC_053_0000.nii.gz,512,512,94,0.977,0.977,3.0
NSCLC_227_0000.nii.gz,512,512,118,0.9765625,0.9765625,3.0
NSCLC_349_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_184_0000.nii.gz,512,512,134,0.977,0.977,3.0
NSCLC_402_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_291_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_215_0000.nii.gz,512,512,75,0.9765625,0.9765625,3.0
NSCLC_061_0000.nii.gz,512,512,114,0.977,0.977,3.0
NSCLC_374_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_100_0000.nii.gz,512,512,107,0.9765625,0.9765625,3.0
NSCLC_278_0000.nii.gz,512,512,120,0.9765625,0.9765625,3.0
NSCLC_316_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_162_0000.nii.gz,512,512,124,0.9765625,0.9765625,3.0
NSCLC_319_0000.nii.gz,512,512,136,0.9765625,0.9765625,3.0
NSCLC_277_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_003_0000.nii.gz,512,512,107,0.977,0.977,3.0
NSCLC_267_0000.nii.gz,512,512,129,0.9765625,0.9765625,3.0
NSCLC_309_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_013_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_306_0000.nii.gz,512,512,136,0.9765625,0.9765625,3.0
NSCLC_268_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_172_0000.nii.gz,512,512,95,0.9121094,0.9121094,3.0
NSCLC_420_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_364_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_110_0000.nii.gz,512,512,176,0.9765625,0.9765625,3.0
NSCLC_205_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_071_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_152_0000.nii.gz,512,512,119,0.9765625,0.9765625,3.0
NSCLC_248_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_326_0000.nii.gz,512,512,112,0.9765625,0.9765625,3.0
NSCLC_033_0000.nii.gz,512,512,113,0.977,0.977,3.0
NSCLC_329_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_247_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_390_0000.nii.gz,512,512,129,0.9765625,0.9765625,3.0
NSCLC_085_0000.nii.gz,512,512,106,0.977,0.977,3.2857144
NSCLC_051_0000.nii.gz,512,512,125,0.9765625,0.9765625,3.0
NSCLC_225_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_130_0000.nii.gz,512,512,104,0.9765625,0.9765625,3.0
NSCLC_344_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_293_0000.nii.gz,512,512,133,0.9765625,0.9765625,3.0
NSCLC_189_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_186_0000.nii.gz,512,512,134,0.977,0.977,3.0
NSCLC_400_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_120_0000.nii.gz,512,512,114,0.9765625,0.9765625,3.0
NSCLC_354_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_041_0000.nii.gz,512,512,104,0.977,0.977,3.0
NSCLC_235_0000.nii.gz,512,512,129,0.9765625,0.9765625,3.0
NSCLC_410_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_196_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_283_0000.nii.gz,512,512,108,0.9765625,0.9765625,3.0
NSCLC_199_0000.nii.gz,512,512,109,0.9765625,0.9765625,3.0
NSCLC_023_0000.nii.gz,512,512,126,0.977,0.977,3.0
NSCLC_257_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_339_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_142_0000.nii.gz,512,512,103,0.9765625,0.9765625,3.0
NSCLC_336_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_258_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_095_0000.nii.gz,512,512,107,0.977,0.977,2.971698
NSCLC_380_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_416_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_190_0000.nii.gz,512,512,112,0.977,0.977,3.0
NSCLC_419_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_285_0000.nii.gz,512,512,90,0.9765625,0.9765625,3.0
NSCLC_126_0000.nii.gz,512,512,123,0.9765625,0.9765625,3.0
NSCLC_048_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_352_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_047_0000.nii.gz,512,512,110,0.977,0.977,3.0
NSCLC_129_0000.nii.gz,512,512,112,0.9765625,0.9765625,3.0
NSCLC_233_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_389_0000.nii.gz,512,512,93,0.9765625,0.9765625,3.0
NSCLC_093_0000.nii.gz,512,512,176,0.9765625,0.9765625,3.0
NSCLC_386_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_025_0000.nii.gz,512,512,106,0.977,0.977,3.0
NSCLC_251_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_144_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_330_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_396_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_399_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_083_0000.nii.gz,512,512,113,0.9765625,0.9765625,3.0
NSCLC_154_0000.nii.gz,512,512,113,0.977,0.977,3.0
NSCLC_320_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_035_0000.nii.gz,512,512,94,0.977,0.977,3.0
NSCLC_241_0000.nii.gz,512,512,136,0.9765625,0.9765625,3.0
NSCLC_295_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_409_0000.nii.gz,512,512,126,0.9765625,0.9765625,3.0
NSCLC_180_0000.nii.gz,512,512,134,0.977,0.977,3.0
NSCLC_406_0000.nii.gz,512,512,111,0.9765625,0.9765625,3.0
NSCLC_139_0000.nii.gz,512,512,107,0.9765625,0.9765625,3.0
NSCLC_057_0000.nii.gz,512,512,101,0.977,0.977,3.0
NSCLC_223_0000.nii.gz,512,512,129,0.9765625,0.9765625,3.0
NSCLC_058_0000.nii.gz,512,512,297,0.976562,0.976562,3.0
NSCLC_136_0000.nii.gz,512,512,110,0.9765625,0.9765625,3.0
NSCLC_342_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_261_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_015_0000.nii.gz,512,512,117,0.898,0.898,3.0
NSCLC_300_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_174_0000.nii.gz,512,512,108,0.9765625,0.9765625,3.0
NSCLC_362_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_116_0000.nii.gz,512,512,142,0.9765625,0.9765625,3.0
NSCLC_078_0000.nii.gz,512,512,136,0.977,0.977,3.0
NSCLC_203_0000.nii.gz,512,512,112,0.977,0.977,3.0
NSCLC_077_0000.nii.gz,512,512,117,0.9765625,0.9765625,3.0
NSCLC_119_0000.nii.gz,512,512,116,0.9765625,0.9765625,3.0
NSCLC_213_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_109_0000.nii.gz,512,512,97,0.9765625,0.9765625,3.0
NSCLC_067_0000.nii.gz,512,512,176,0.9765625,0.9765625,3.0
NSCLC_372_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_068_0000.nii.gz,512,512,105,0.977,0.977,3.0
NSCLC_106_0000.nii.gz,512,512,99,0.9765625,0.9765625,3.0
NSCLC_310_0000.nii.gz,512,512,143,0.9765625,0.9765625,3.0
NSCLC_164_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_271_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_005_0000.nii.gz,512,512,91,0.977,0.977,3.0
NSCLC_081_0000.nii.gz,512,512,113,0.977,0.977,3.0
NSCLC_394_0000.nii.gz,512,512,95,0.9765625,0.9765625,3.0
NSCLC_037_0000.nii.gz,512,512,109,0.977,0.977,3.0
NSCLC_159_0000.nii.gz,512,512,105,0.977,0.977,3.0
NSCLC_243_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_156_0000.nii.gz,512,512,101,0.9765625,0.9765625,3.0
NSCLC_038_0000.nii.gz,512,512,176,0.977,0.977,3.0
NSCLC_322_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_298_0000.nii.gz,512,512,111,0.9765625,0.9765625,3.0
NSCLC_182_0000.nii.gz,512,512,134,0.977,0.977,3.0
NSCLC_404_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_297_0000.nii.gz,512,512,102,0.9765625,0.9765625,3.0
NSCLC_134_0000.nii.gz,512,512,108,0.9765625,0.9765625,3.0
NSCLC_340_0000.nii.gz,512,512,92,0.9765625,0.9765625,3.0
NSCLC_055_0000.nii.gz,512,512,125,0.977,0.977,3.0
NSCLC_221_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_287_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_414_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_288_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_192_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_045_0000.nii.gz,512,512,108,0.977,0.977,3.0
NSCLC_231_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_124_0000.nii.gz,512,512,111,0.9765625,0.9765625,3.0
NSCLC_350_0000.nii.gz,512,512,104,0.9765625,0.9765625,3.0
NSCLC_384_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_091_0000.nii.gz,512,512,135,0.977,0.977,3.0
NSCLC_028_0000.nii.gz,512,512,102,0.977,0.977,3.0
NSCLC_146_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_332_0000.nii.gz,512,512,124,0.9765625,0.9765625,3.0
NSCLC_149_0000.nii.gz,512,512,118,0.7207,0.7207,3.0
NSCLC_027_0000.nii.gz,512,512,108,0.977,0.977,3.0
NSCLC_253_0000.nii.gz,512,512,91,0.9765625,0.9765625,3.0
NSCLC_370_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_104_0000.nii.gz,512,512,297,0.9765625,0.9765625,3.0
NSCLC_211_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_065_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_273_0000.nii.gz,512,512,136,0.9765625,0.9765625,3.0
NSCLC_007_0000.nii.gz,512,512,129,0.9765625,0.9765625,3.0
NSCLC_169_0000.nii.gz,512,512,97,0.9765625,0.9765625,3.0
NSCLC_312_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_166_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_008_0000.nii.gz,512,512,114,0.977,0.977,3.0
NSCLC_302_0000.nii.gz,512,512,122,0.9765625,0.9765625,3.0
NSCLC_018_0000.nii.gz,512,512,114,0.977,0.977,3.0
NSCLC_176_0000.nii.gz,512,512,106,0.9765625,0.9765625,3.0
NSCLC_263_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_179_0000.nii.gz,512,512,123,0.9765625,0.9765625,3.0
NSCLC_017_0000.nii.gz,512,512,123,0.977,0.977,3.0
NSCLC_201_0000.nii.gz,512,512,134,0.977,0.977,3.0
NSCLC_075_0000.nii.gz,512,512,176,0.9765625,0.9765625,3.0
NSCLC_360_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_114_0000.nii.gz,512,512,129,0.9765625,0.9765625,3.0
NSCLC_004_0000.nii.gz,512,512,114,0.9765625,0.9765625,3.0
NSCLC_270_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_165_0000.nii.gz,512,512,103,0.9765625,0.9765625,3.0
NSCLC_311_0000.nii.gz,512,512,122,0.9765625,0.9765625,3.0
NSCLC_069_0000.nii.gz,512,512,153,0.977,0.977,3.0
NSCLC_107_0000.nii.gz,512,512,116,0.977,0.977,3.0
NSCLC_373_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_108_0000.nii.gz,512,512,176,0.9765625,0.9765625,3.0
NSCLC_066_0000.nii.gz,512,512,92,0.977,0.977,3.0
NSCLC_212_0000.nii.gz,512,512,111,0.9765625,0.9765625,3.0
NSCLC_076_0000.nii.gz,512,512,92,0.977,0.977,3.0
NSCLC_118_0000.nii.gz,512,512,124,0.9765625,0.9765625,3.0
NSCLC_202_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_117_0000.nii.gz,512,512,90,0.977,0.977,3.0
NSCLC_079_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_363_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_175_0000.nii.gz,512,512,112,0.9765625,0.9765625,3.0
NSCLC_301_0000.nii.gz,512,512,119,0.9765625,0.9765625,3.0
NSCLC_014_0000.nii.gz,512,512,87,0.977,0.977,3.5581396
NSCLC_260_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_181_0000.nii.gz,512,512,142,0.9765625,0.9765625,3.0
NSCLC_407_0000.nii.gz,512,512,126,0.9765625,0.9765625,3.0
NSCLC_294_0000.nii.gz,512,512,90,0.9765625,0.9765625,3.0
NSCLC_408_0000.nii.gz,512,512,107,0.9765625,0.9765625,3.0
NSCLC_343_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_059_0000.nii.gz,512,512,110,0.977,0.977,3.0
NSCLC_137_0000.nii.gz,512,512,134,0.977,0.977,3.0
NSCLC_222_0000.nii.gz,512,512,109,0.9765625,0.9765625,3.0
NSCLC_138_0000.nii.gz,512,512,93,0.9765625,0.9765625,3.0
NSCLC_056_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_082_0000.nii.gz,512,512,176,0.9765625,0.9765625,3.0
NSCLC_398_0000.nii.gz,512,512,123,0.9765625,0.9765625,3.0
NSCLC_397_0000.nii.gz,512,512,139,0.9765625,0.9765625,3.0
NSCLC_240_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_034_0000.nii.gz,512,512,95,0.977,0.977,3.0
NSCLC_321_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_155_0000.nii.gz,512,512,121,0.977,0.977,3.0
NSCLC_387_0000.nii.gz,512,512,101,0.9765625,0.9765625,3.0
NSCLC_092_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_388_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_331_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_145_0000.nii.gz,512,512,111,0.9765625,0.9765625,3.0
NSCLC_250_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_024_0000.nii.gz,512,512,95,0.977,0.977,3.0
NSCLC_418_0000.nii.gz,512,512,133,0.9765625,0.9765625,3.0
NSCLC_284_0000.nii.gz,512,512,97,0.9765625,0.9765625,3.0
NSCLC_417_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_191_0000.nii.gz,512,512,119,0.9765625,0.9765625,3.0
NSCLC_232_0000.nii.gz,512,512,136,0.9765625,0.9765625,3.0
NSCLC_046_0000.nii.gz,512,512,89,0.977,0.977,3.0
NSCLC_353_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_127_0000.nii.gz,512,512,116,0.9765625,0.9765625,3.0
NSCLC_049_0000.nii.gz,512,512,118,0.977,0.977,3.0
NSCLC_115_0000.nii.gz,512,512,106,0.9765625,0.9765625,3.0
NSCLC_361_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_074_0000.nii.gz,512,512,115,0.977,0.977,3.0
NSCLC_200_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_178_0000.nii.gz,512,512,126,0.9765625,0.9765625,3.0
NSCLC_016_0000.nii.gz,512,512,82,0.977,0.977,3.0
NSCLC_262_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_019_0000.nii.gz,512,512,101,0.812,0.812,3.0
NSCLC_177_0000.nii.gz,512,512,94,0.977,0.977,3.0
NSCLC_303_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_167_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_009_0000.nii.gz,512,512,105,0.977,0.977,3.0
NSCLC_313_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_006_0000.nii.gz,512,512,114,0.977,0.977,3.0
NSCLC_168_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_272_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_064_0000.nii.gz,512,512,104,0.977,0.977,3.0
NSCLC_210_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_105_0000.nii.gz,512,512,112,0.9765625,0.9765625,3.0
NSCLC_371_0000.nii.gz,512,512,173,0.9765625,0.9765625,3.0
NSCLC_090_0000.nii.gz,512,512,125,0.9765625,0.9765625,3.0
NSCLC_385_0000.nii.gz,512,512,114,0.9765625,0.9765625,3.0
NSCLC_252_0000.nii.gz,512,512,97,0.9765625,0.9765625,3.0
NSCLC_148_0000.nii.gz,512,512,108,0.9765625,0.9765625,3.0
NSCLC_026_0000.nii.gz,512,512,110,0.977,0.977,3.0
NSCLC_333_0000.nii.gz,512,512,95,0.9765625,0.9765625,3.0
NSCLC_029_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_147_0000.nii.gz,512,512,99,0.9765625,0.9765625,3.0
NSCLC_415_0000.nii.gz,512,512,122,0.9765625,0.9765625,3.0
NSCLC_193_0000.nii.gz,512,512,106,0.9765625,0.9765625,3.0
NSCLC_289_0000.nii.gz,512,512,125,0.9765625,0.9765625,3.0
NSCLC_286_0000.nii.gz,512,512,136,0.9765625,0.9765625,3.0
NSCLC_351_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_125_0000.nii.gz,512,512,107,0.977,0.977,3.0
NSCLC_230_0000.nii.gz,512,512,93,0.9765625,0.9765625,3.0
NSCLC_044_0000.nii.gz,512,512,99,0.977,0.977,3.0
NSCLC_296_0000.nii.gz,512,512,133,0.9765625,0.9765625,3.0
NSCLC_183_0000.nii.gz,512,512,109,0.9765625,0.9765625,3.0
NSCLC_299_0000.nii.gz,512,512,93,0.9765625,0.9765625,3.0
NSCLC_405_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_220_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_054_0000.nii.gz,512,512,117,0.977,0.977,3.0
NSCLC_341_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_135_0000.nii.gz,512,512,93,0.9765625,0.9765625,3.0
NSCLC_395_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_080_0000.nii.gz,512,512,99,0.9765625,0.9765625,3.0
NSCLC_323_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_157_0000.nii.gz,512,512,100,0.9765625,0.9765625,3.0
NSCLC_039_0000.nii.gz,512,512,95,0.977,0.977,3.0
NSCLC_242_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_036_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_158_0000.nii.gz,512,512,115,0.977,0.977,3.0
NSCLC_226_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_348_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_052_0000.nii.gz,512,512,127,0.977,0.977,3.0
NSCLC_347_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_229_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_133_0000.nii.gz,512,512,184,0.9765625,0.9765625,3.0
NSCLC_290_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_185_0000.nii.gz,512,512,134,0.977,0.977,3.0
NSCLC_403_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_325_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_151_0000.nii.gz,512,512,118,0.9765625,0.9765625,3.0
NSCLC_244_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_030_0000.nii.gz,512,512,94,0.977,0.977,3.0
NSCLC_089_0000.nii.gz,512,512,94,0.977,0.977,3.0
NSCLC_393_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_086_0000.nii.gz,512,512,176,0.9765625,0.9765625,3.0
NSCLC_254_0000.nii.gz,512,512,126,0.9765625,0.9765625,3.0
NSCLC_020_0000.nii.gz,512,512,108,0.977,0.977,3.0
NSCLC_335_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_141_0000.nii.gz,512,512,118,0.9765625,0.9765625,3.0
NSCLC_096_0000.nii.gz,512,512,176,0.9765625,0.9765625,3.0
NSCLC_099_0000.nii.gz,512,512,117,0.9765625,0.9765625,3.0
NSCLC_383_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_239_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_357_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_123_0000.nii.gz,512,512,114,0.9765625,0.9765625,3.0
NSCLC_358_0000.nii.gz,512,512,104,0.9765625,0.9765625,3.0
NSCLC_236_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_042_0000.nii.gz,512,512,99,0.977,0.977,3.0
NSCLC_413_0000.nii.gz,512,512,116,0.9765625,0.9765625,3.0
NSCLC_195_0000.nii.gz,512,512,90,0.9765625,0.9765625,3.0
NSCLC_280_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_161_0000.nii.gz,512,512,124,0.9765625,0.9765625,3.0
NSCLC_315_0000.nii.gz,512,512,126,0.9765625,0.9765625,3.0
NSCLC_274_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_062_0000.nii.gz,512,512,101,0.977,0.977,3.0
NSCLC_216_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_378_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_103_0000.nii.gz,512,512,112,0.9765625,0.9765625,3.0
NSCLC_377_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_219_0000.nii.gz,512,512,93,0.9765625,0.9765625,3.0
NSCLC_113_0000.nii.gz,512,512,118,0.9765625,0.9765625,3.0
NSCLC_209_0000.nii.gz,512,512,120,0.977,0.977,3.0
NSCLC_367_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_072_0000.nii.gz,512,512,127,0.9765625,0.9765625,3.0
NSCLC_368_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_206_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_010_0000.nii.gz,512,512,91,0.977,0.977,3.0
