SAMPLE_ID,ct_path,seg_path,coordX,coordY,coordZ,w,h,d
SAMPLE_0365,Intgmultiomics_ct_nifti/SAMPLE_0365.nii,Intgmultiomics_seg_nifti/SAMPLE_0365_seg.nii.gz,-47.217193603515625,228.70546865463257,-189.3599853515625,10.9375,12.98828125,9.0
SAMPLE_1282,Intgmultiomics_ct_nifti/SAMPLE_1282.nii,Intgmultiomics_seg_nifti/SAMPLE_1282_seg.nii.gz,-26.063105583190918,27.67776930332184,-84.39801025390625,7.4804699420928955,7.4804699420928955,7.5
SAMPLE_1957,Intgmultiomics_ct_nifti/SAMPLE_1957.nii,Intgmultiomics_seg_nifti/SAMPLE_1957_seg.nii.gz,-83.34375,102.875,-63.2060546875,6.46875,7.1875,5.600341796875
SAMPLE_1525,Intgmultiomics_ct_nifti/SAMPLE_1525.nii,Intgmultiomics_seg_nifti/SAMPLE_1525_seg.nii.gz,17.286376953125,212.34062480926514,-141.52999877929688,29.0625,39.9609375,32.0
SAMPLE_1808,Intgmultiomics_ct_nifti/SAMPLE_1808.nii,Intgmultiomics_seg_nifti/SAMPLE_1808_seg.nii.gz,-71.1171875,160.0078125,47.395751953125,18.75,12.3046875,13.600830078125
SAMPLE_0414,Intgmultiomics_ct_nifti/SAMPLE_0414.nii,Intgmultiomics_seg_nifti/SAMPLE_0414_seg.nii.gz,94.2982873916626,29.835867404937744,-186.25299072265625,28.265616416931152,29.050772428512573,25.0
SAMPLE_0866,Intgmultiomics_ct_nifti/SAMPLE_0866.nii,Intgmultiomics_seg_nifti/SAMPLE_0866_seg.nii.gz,-89.98489379882812,203.75664043426514,-426.46002197265625,67.388671875,47.099609375,52.0
SAMPLE_1981,Intgmultiomics_ct_nifti/SAMPLE_1981.nii,Intgmultiomics_seg_nifti/SAMPLE_1981_seg.nii.gz,-134.8125,152.875,-720.213134765625,15.453125,12.09375,6.400390625
SAMPLE_1254,Intgmultiomics_ct_nifti/SAMPLE_1254.nii,Intgmultiomics_seg_nifti/SAMPLE_1254_seg.nii.gz,-15.875778198242188,112.47812509536743,34.91999816894531,8.88671875,9.5703125,10.0
SAMPLE_1192,Intgmultiomics_ct_nifti/SAMPLE_1192.nii,Intgmultiomics_seg_nifti/SAMPLE_1192_seg.nii.gz,67.88906860351562,194.70937490463257,-127.08999633789062,16.40625,21.19140625,15.0
SAMPLE_1635,Intgmultiomics_ct_nifti/SAMPLE_1635.nii,Intgmultiomics_seg_nifti/SAMPLE_1635_seg.nii.gz,76.17744445800781,171.43906211853027,-96.260009765625,18.46875,17.69921875,21.0
SAMPLE_0075,Intgmultiomics_ct_nifti/SAMPLE_0075.nii,Intgmultiomics_seg_nifti/SAMPLE_0075_seg.nii.gz,-94.35562133789062,101.65937423706055,-279.739990234375,12.25,15.3125,6.0
SAMPLE_0703,Intgmultiomics_ct_nifti/SAMPLE_0703.nii,Intgmultiomics_seg_nifti/SAMPLE_0703_seg.nii.gz,-121.44725263118744,49.5703501701355,-218.56600952148438,8.261719942092896,8.261719942092896,6.25
SAMPLE_1143,Intgmultiomics_ct_nifti/SAMPLE_1143.nii,Intgmultiomics_seg_nifti/SAMPLE_1143_seg.nii.gz,-77.39366149902344,53.482421875,-97.4635009765625,22.31640625,23.0859375,23.0
SAMPLE_1522,Intgmultiomics_ct_nifti/SAMPLE_1522.nii,Intgmultiomics_seg_nifti/SAMPLE_1522_seg.nii.gz,110.84388732910156,163.27304649353027,-95.8800048828125,11.044921875,12.517578125,8.0
SAMPLE_1950,Intgmultiomics_ct_nifti/SAMPLE_1950.nii,Intgmultiomics_seg_nifti/SAMPLE_1950_seg.nii.gz,-8.4375,14.015625,-258.75,8.4375,9.140625,7.5
SAMPLE_1285,Intgmultiomics_ct_nifti/SAMPLE_1285.nii,Intgmultiomics_seg_nifti/SAMPLE_1285_seg.nii.gz,59.57984924316406,140.353515625,-213.8900146484375,24.185546875,27.521484375,15.0
SAMPLE_0362,Intgmultiomics_ct_nifti/SAMPLE_0362.nii,Intgmultiomics_seg_nifti/SAMPLE_0362_seg.nii.gz,-109.45325458049774,-54.37506866455078,-198.1510009765625,27.187488555908203,22.939443469047546,8.75
SAMPLE_0180,Intgmultiomics_ct_nifti/SAMPLE_0180.nii,Intgmultiomics_seg_nifti/SAMPLE_0180_seg.nii.gz,26.0467529296875,59.130859375,-319.0203857421875,9.5703125,10.9375,9.0
SAMPLE_0627,Intgmultiomics_ct_nifti/SAMPLE_0627.nii,Intgmultiomics_seg_nifti/SAMPLE_0627_seg.nii.gz,-27.611724853515625,159.62968730926514,-341.8800048828125,23.92578125,25.29296875,16.0
SAMPLE_1067,Intgmultiomics_ct_nifti/SAMPLE_1067.nii,Intgmultiomics_seg_nifti/SAMPLE_1067_seg.nii.gz,-106.51591491699219,-1.1279296875,-233.7281494140625,8.271484375,8.271484375,3.0
SAMPLE_1874,Intgmultiomics_ct_nifti/SAMPLE_1874.nii,Intgmultiomics_seg_nifti/SAMPLE_1874_seg.nii.gz,-95.921875,233.939453125,349.394287109375,11.322265625,10.65625,6.400390625
SAMPLE_1406,Intgmultiomics_ct_nifti/SAMPLE_1406.nii,Intgmultiomics_seg_nifti/SAMPLE_1406_seg.nii.gz,-105.61250305175781,184.73906230926514,-46.20001220703125,28.02734375,29.39453125,28.0
SAMPLE_0993,Intgmultiomics_ct_nifti/SAMPLE_0993.nii,Intgmultiomics_seg_nifti/SAMPLE_0993_seg.nii.gz,-47.92971086502075,87.87105011940002,-217.72698974609375,17.57421612739563,11.183592081069946,10.0
SAMPLE_0246,Intgmultiomics_ct_nifti/SAMPLE_0246.nii,Intgmultiomics_seg_nifti/SAMPLE_0246_seg.nii.gz,-65.468994140625,-15.8125,-242.2860107421875,12.375,11.6875,11.25
SAMPLE_0942,Intgmultiomics_ct_nifti/SAMPLE_0942.nii,Intgmultiomics_seg_nifti/SAMPLE_0942_seg.nii.gz,100.82612431049347,34.54879176616669,-189.39599609375,22.562496185302734,23.972652196884155,17.5
SAMPLE_0530,Intgmultiomics_ct_nifti/SAMPLE_0530.nii,Intgmultiomics_seg_nifti/SAMPLE_0530_seg.nii.gz,45.3125,32.03125,-157.51998901367188,25.0,23.4375,31.25
SAMPLE_0297,Intgmultiomics_ct_nifti/SAMPLE_0297.nii,Intgmultiomics_seg_nifti/SAMPLE_0297_seg.nii.gz,-77.66013693809509,76.00785398483276,-166.06399536132812,10.740235924720764,11.566407918930054,12.5
SAMPLE_1370,Intgmultiomics_ct_nifti/SAMPLE_1370.nii,Intgmultiomics_seg_nifti/SAMPLE_1370_seg.nii.gz,-100.82850408554077,-26.960829257965088,-185.2340087890625,16.734383583068848,14.875007629394531,11.25
SAMPLE_1711,Intgmultiomics_ct_nifti/SAMPLE_1711.nii,Intgmultiomics_seg_nifti/SAMPLE_1711_seg.nii.gz,-76.62978982925415,-46.875099182128906,10.25,17.578116416931152,19.531240463256836,13.75
